Search results:
    pusher-angular git://github.com/pusher/pusher-angular.git
    angular-bootstrap-show-errors git://github.com/paulyoder/angular-bootstrap-show-errors.git
    angular-hal git://github.com/elmerbulthuis/angular-hal.git
    bower-angular-placeholders git://github.com/grailian/bower-angular-placeholders
    angular-dataform git://github.com/sqs/angular-dataform.git
    angular-socialshare git://github.com/djds4rce/angular-socialshare.git
    auth0-angular git://github.com/auth0/auth0-angular.git
    angular-ui-layout git://github.com/angular-ui/ui-layout.git
    angular-slider git://github.com/PopSugar/angular-slider.git
    angular-inflector git://github.com/iobaixas/angular-inflector.git
    angular-cached-resource git://github.com/goodeggs/angular-cached-resource.git
    angular-modal-service git://github.com/dwmkerr/angular-modal-service.git
    angular-numeraljs git://github.com/baumandm/angular-numeraljs.git
    angular-tour git://github.com/DaftMonk/angular-tour.git
    angular-re-captcha git://github.com/mllrsohn/angular-re-captcha.git
    angular-abc git://github.com/JakeSidSmith/abc.git
    angular-ladda git://github.com/remotty/angular-ladda.git
    angular-sails git://github.com/kyjan/angular-sails.git
    iso-3166-country-codes-angular git://github.com/BluePyth/iso-3166-country-codes-angular.git
    angular-bootstrap-slider git://github.com/seiyria/angular-bootstrap-slider.git
    macgyver-core git://github.com/angular-macgyver/bower-macgyver-core.git
    angular-websocket git://github.com/gdi2290/angular-websocket.git
    angular-flot git://github.com/develersrl/angular-flot.git
    angular-load git://github.com/urish/angular-load.git
    angular-tags git://github.com/decipherinc/angular-tags.git
    angular-restsource git://github.com/AresProjectManagement/angular-restsource.git
    macgyver-table git://github.com/angular-macgyver/bower-macgyver-table
    angular-localforage git://github.com/ocombe/angular-localForage.git
    angular-money-directive git://github.com/fiestah/angular-money-directive.git
    angular-fullscreen git://github.com/fabiobiondi/angular-fullscreen
    angular-placeholder-tai git://github.com/tests-always-included/angular-placeholder.git
    angular-bootstrap-lightbox git://github.com/compact/angular-bootstrap-lightbox.git
    angular-deferred-bootstrap git://github.com/philippd/bower-angular-deferred-bootstrap.git
    angular-ui-foundation-pagination git://github.com/fuksito/angular-ui-foundation-pagination.git
    angular-responsive-images git://github.com/c0bra/angular-responsive-images.git
    angularjs-bower git://github.com/mjaric/angularjs-bower.git
    angular-media-player git://github.com/mrgamer/angular-media-player.git
    djangular-rest-framework git://github.com/incuna/djangular-rest-framework.git
    angular-scrollto git://github.com/scottcorgan/angular-scrollto.git
    angular-token-auth git://github.com/incuna/angular-token-auth.git
    angular-ext-q git://github.com/incuna/angular-ext-q.git
    angular-jquery git://github.com/mgcrea/angular-jquery.git
    angular-uuid git://github.com/ajsd/angular-uuid.git
    angular-bootstrap3 git://github.com/paptamas/bower-angular-bootstrap3.git
    angular-notify git://github.com/cgross/angular-notify.git
    angular-parallax git://github.com/brettdonohoo/angular-parallax.git
    angular-knob git://github.com/yunlzheng/angular-knob.git
    angular-track git://github.com/sourcegraph/track.git
    angular-ujs git://github.com/monterail/angular-ujs.git
    angular-flexslider git://github.com/thenikso/angular-flexslider.git
    angular-percentage-filter git://github.com/vpegado/angular-percentage-filter.git
    angular-data-mocks git://github.com/jmdobry/angular-data-mocks.git
    sfly-scalyr git://github.com/sflyphotobooks/sly-angular.git
    angular-placeholder git://github.com/monospaced/angular-placeholder.git
    angular-virtual-scroll git://github.com/stackfull/angular-virtual-scroll-bower.git
    angular-all-unstable git://github.com/lfryc/bower-angular-all-unstable.git
    angular-currency-filter git://github.com/Zmetser/angular-currency-filter.git
    angular-ui-chart git://github.com/angular-ui/ui-chart.git
    angular-mobile-layout git://github.com/massaroni/angular-mobile-layout.git
    angular-rn-carousel git://github.com/revolunet/angular-carousel.git
    angular-phonegap-ready git://github.com/btford/angular-phonegap-ready.git
    angular-intercom git://github.com/gdi2290/angular-intercom.git
    angular-slider-royale git://github.com/Design-Royale/angular-slider.git
    angular-adaptive-detection git://github.com/angular-adaptive/adaptive-detection.git
    angular-timeago git://github.com/yaru22/angular-timeago.git
    angular-qr git://github.com/janantala/angular-qr
    angular-complete2 git://github.com/datapad/bower-angular-complete.git
    angular-retina git://github.com/jrief/angular-retina.git
    malhar-angular-dashboard git://github.com/DataTorrent/malhar-angular-dashboard.git
    angular-unsavedChanges git://github.com/facultymatt/angular-unsavedChanges.git
    angular-ga git://github.com/panrafal/angular-ga.git
    angular-shims-placeholder git://github.com/jrief/angular-shims-placeholder.git
    angular-pnotify git://github.com/jacqueslareau/angular-pnotify.git
    angular-resource-master git://github.com/mgcrea/bower-angular-resource-master.git
    angular-smoothscroll git://github.com/arnaudbreton/angular-smoothscroll.git
    angular-poller git://github.com/emmaguo/angular-poller.git
    dt-angular git://github.com/dt-bower/dt-angular.git
    angular-bugsnag git://github.com/wmluke/angular-bugsnag.git
    tc-angular-chartjs git://github.com/carlcraig/tc-angular-chartjs.git
    bc-angular-directives git://github.com/buttercoin/bc-angular-directives.git
    angular-seo git://github.com/steeve/angular-seo.git
    bc-angular-notification git://github.com/buttercoin/bc-angular-notification.git
    angular-router git://github.com/lordnox/bower-angular-router.git
    bc-angular-models git://github.com/buttercoin/bc-angular-models.git
    bc-angular-i18n git://github.com/buttercoin/bc-angular-i18n.git
    angular-flash-messages git://github.com/gtramontina/angular-flash.git
    angular-kendo git://github.com/kendo-labs/angular-kendo.git
    ng-cordova git://github.com/tadeucaldas/angular-cordova.git
    angular-youtube-mb git://github.com/brandly/angular-youtube-embed.git
    angular-pouchdb git://github.com/wspringer/angular-pouchdb.git
    angular-faye git://github.com/teamon/angular-faye.git
    angular-file-dnd git://github.com/onemightyroar/angular-file-dnd.git
    angular-validator git://github.com/kelp404/angular-validator.git
    angular-sham-spinner git://github.com/harinair/angular-sham-spinner.git
    angular-disqus git://github.com/kirstein/angular-disqus.git
    revolunet-angular-carousel git://github.com/revolunet/angular-carousel.git
    angular-google-staticmaps git://github.com/passy/angular-google-staticmaps.git
    angular-fallback-src git://github.com/tlvince/angular-fallback-src.git
    angular-ui-bootstrap-complete git://github.com/datapad/bower-angular-ui-bootstrap-complete.git
    angular-spinkit git://github.com/Urigo/angular-spinkit.git
    angular-utils-ui-breadcrumbs git://github.com/michaelbromley/angularUtils-uiBreadcrumbs.git
    angular-restmod git://github.com/platanus/angular-restmod.git
    angular-utf8-base64 git://github.com/stranger82/angular-utf8-base64.git
    angular-chosen git://github.com/iiome/angular-chosen.git
    angular-highcharts-directive git://github.com/rootux/angular-highcharts-directive.git
    angular-swipe git://github.com/marmorkuchen-net/angular-swipe.git
    jquery-mobile-angular-adapter git://github.com/opitzconsulting/jquery-mobile-angular-adapter.git
    angular-extend-promises https://bitbucket.org/lsystems/angular-extend-promises.git
    angular-google-plus git://github.com/mrzmyr/angular-google-plus.git
    angular-mobile-nav git://github.com/ajoslin/angular-mobile-nav
    ng-chartjs git://github.com/petermelias/angular-chartjs.git
    extras.angular.plus git://github.com/AngularPlus/AngularPlus.git
    angular-firebase git://github.com/petebacondarwin/angular-firebase.git
    angular-postman git://github.com/CWSpear/angular-postman.git
    angular-lodash-module git://github.com/kmc059000/angular-lodash-module.git
    angular-truncate-original git://github.com/sparkalow/angular-truncate.git
    angular-date-range-picker git://github.com/monterail/angular-date-range-picker.git
    dialogs git://github.com/m-e-conroy/angular-dialog-service.git
    angular-ckeditor git://github.com/lemonde/angular-ckeditor.git
    angular-reconnecting-websocket git://github.com/adieu/angular-reconnecting-websocket.git
    angular-validation git://github.com/huei90/angular-validation.git
    angular-kb git://github.com/keboola/angular-kb
    angular-hotkeys git://github.com/drahak/angular-hotkeys.git
    angular-native-picker git://github.com/alongubkin/angular-datepicker.git
    angular-gantt git://github.com/Schweigi/angular-gantt.git
    angular-notifications git://github.com/DerekRies/angular-notifications.git
    angular-draganddrop git://github.com/neoziro/angular-draganddrop
    angular-treeview git://github.com/eu81273/angular.treeview.git
    angularjs-gravatardirective git://github.com/lavinjj/angularjs-gravatardirective.git
    angular-django-rest-resource git://github.com/blacklocus/angular-django-rest-resource.git
    angular-bootstrap-checkbox git://github.com/sebastianha/angular-bootstrap-checkbox.git
    angular-safeapply git://github.com/cotag/angular-safeapply.git
    angular-bootstrap-affix git://github.com/maxisam/angular-bootstrap-affix.git
    angular-dateparser git://github.com/dnasir/angular-dateParser.git
    angular-pikaday-directive git://github.com/sebslomski/angular-pikaday-directive.git
    25th-angular-utils git://github.com/25th-floor/angular-utils.git
    angular-mousetrap git://github.com/khasinski/angular-mousetrap.git
    angular-relative-date git://github.com/wildlyinaccurate/angular-relative-date.git
    angular-widget git://github.com/shahata/angular-widget.git
    angular-action git://github.com/myplanetdigital/angular-action.git
    angular-decorate git://github.com/damienklinnert/angular-decorate.git
    angular-meta git://github.com/Moonfuse/angular-meta.git
    angular-socket.io-mock git://github.com/nullivex/angular-socket.io-mock.git
    angular-1.1.x git://github.com/PatternConsulting/bower-angular.git
    angular-native-dragdrop git://github.com/ganarajpr/angular-dragdrop.git
    angular-localize git://github.com/blueimp/angular-localize.git
    angular-nereid-auth git://github.com/openlabs/angular-nereid-auth.git
    angularjs-unstable git://github.com/euskadi31/bower-angular-unstable.git
    angular-date-time-input git://github.com/dalelotts/angular-date-time-input.git
    angular-pageslide-directive git://github.com/dpiccone/ng-pageslide.git
    angular-component-factory git://github.com/kennethlynne/angular-component-factory.git
    angular-bootstrap-datepicker git://github.com/cletourneau/angular-bootstrap-datepicker.git
    angular-paginate-anything git://github.com/begriffs/angular-paginate-anything.git
    angular-seed git://github.com/angular/angular-seed.git
    angular-mm-foundation git://github.com/madmimi/angular-foundation.git
    angular-import-scope git://github.com/rubenv/angular-import-scope.git
    angular-bootstrap3-datepicker git://github.com/benzen/angular-bootstrap3-datepicker.git
    angular-dropdowns git://github.com/jseppi/angular-dropdowns.git
    angular-momentjs-module git://github.com/firehist/angular-momentjs.git
    angular-chartjs-directive git://github.com/earlonrails/angular-chartjs-directive.git
    angular-checklist-model git://github.com/vitalets/checklist-model.git
    angular-stepper git://github.com/revolunet/angular-stepper.git
    goangular git://github.com/goinstant/goangular.git
    angular-daterangepicker git://github.com/fragaria/angular-daterangepicker.git
    angular-tablesort git://github.com/mattiash/angular-tablesort.git
    angularD3 git://github.com/WealthBar/angular-d3.git
    parse-angular-patch git://github.com/brandid/parse-angular-patch.git
    angular-piwik git://github.com/mike-spainhower/bower-angular-piwik
    angular-jwt git://github.com/auth0/angular-jwt.git
    angular-modules git://github.com/chadhietala/Angular-Modules.git
    28.io-angularjs git://github.com/28msec/28.io-angularjs.git
    opentok-angular git://github.com/aullman/OpenTok-Angular.git
    ta-angularjs-slider git://github.com/nadavsamet/angularjs-slider.git
    angularjs-viewhead git://github.com/apparentlymart/angularjs-viewhead.git
    angular-jquery-timepicker git://github.com/Recras/angular-jquery-timepicker.git
    angular-directive.g-signin git://github.com/sirkitree/angular-directive.g-signin.git
    angular-scrollable git://github.com/jtrussell/angular-scrollable.git
    angular-nanoscroller git://github.com/maxaon/angular-nanoscroller.git
    angular-yandex-map git://github.com/tulov/angular-yandex-map.git
    angular-rails-resource git://github.com/FineLinePrototyping/dist-angularjs-rails-resource.git
    angular-cache-buster git://github.com/saintmac/angular-cache-buster.git
    ngSocket git://github.com/angular/ngSocket.git
    angular-momentum-scroll git://github.com/wzr1337/bower-angular-momentum-scroll.git
    angular-underscore-string git://github.com/tlvince/angular-underscore-string.git
    angular-ui-tree-filter git://github.com/EE/angular-ui-tree-filter.git
    bc-angular-services git://github.com/buttercoin/bc-angular-services.git
    angular-vs-repeat git://github.com/kamilkp/angular-vs-repeat.git
    angular-primus git://github.com/neoziro/angular-primus.git
    a0-angular-storage git://github.com/auth0/angular-storage.git
    angular-jwplayer git://github.com/ds62987/ng-jwplayer.git
    Angular-localStorage git://github.com/agrublev/Angular-localStorage.git
    angular-couch-potato git://github.com/stu-salsbury/angular-couch-potato.git
    angular-sanitize-unstable git://github.com/srigi/bower-angular-sanitize-unstable.git
    angular-growl-2 git://github.com/JanStevens/angular-growl-2.git
    angular-gesture git://github.com/cotag/bower-angular-gesture.git
    angular-auto-validate git://github.com/jonsamwell/angular-auto-validate.git
    angular-steps git://github.com/omichelsen/angular-steps.git
    angular-minicolors git://github.com/kaihenzler/angular-minicolors.git
    angular-perfect-scrollbar git://github.com/itsdrewmiller/angular-perfect-scrollbar.git
    angular-x2js git://github.com/cesarbarone/angular-x2js.git
    angular-animate.css git://github.com/kevin-smets/angular-animate.css
    angularjs-ordinal-filter git://github.com/jdpedrie/angularjs-ordinal-filter.git
    angular-themer git://github.com/fdomig/angular-themer.git
    angular-tree git://github.com/dump247/angular.tree.git
    amitava82-angular-multiselect git://github.com/amitava82/angular-multiselect.git
    angular-progress-arc git://github.com/mathewbyrne/angular-progress-arc
    angular-input-match git://github.com/interval-braining/angular-input-match.git
    angular-responsive-images-bower git://github.com/bgalek/angular-responsive-images.git
    angular-unicorn-directive git://github.com/btford/angular-unicorn-directive.git
    angular-fileuploader git://github.com/benzen/angular-fileuploader.git
    angular-crypto git://github.com/gdi2290/angular-crypto.git
    angular-abortable-requests git://github.com/sathify/angular-abortable-requests.git
    angular-storage git://github.com/Aspera/angular-storage.git
    angular-init git://github.com/gsklee/angular-init.git
    angularjs-jasmine-matchers git://github.com/ferronrsmith/angularjs-jasmine-matchers.git
    angular-dragndrop git://github.com/fisshy/angular-drag-drop.git
    angular-1.1.6 git://github.com/angular/angular.js
    angular-mailchimp git://github.com/keithio/angular-mailchimp.git
    angular-ui-router-anim-in-out git://github.com/homerjam/angular-ui-router-anim-in-out.git
    angular-caser git://github.com/gsklee/angular-caser.git
